id,medicine,therapeutic_category,subcategory,list_type,dosage_forms,text
eml-6b8f6c0f0046,paracetamol (acetaminophen),2. MEDICINES FOR PAIN AND PALLIATIVE CARE,2.1 Non-opioids and non-steroidal anti-inflammatory medicines (NSAIMs),core,"Oral liquid: 120 mg/5 mL or 125 mg/5 mL**, 250 mg/5 mL [c].**The presence of both 120 mg/5 mL and 125 mg/5 mL strengths on the same market would cause confusion in prescribing and dispensing and should be avoided.Suppository: 100 mg, 250 mg [c].Tablet: 250 mg, 325 mg, 500 mg.Tablet (dispersible): 100 mg, 250 mg [c].*Not recommended for anti-inflammatory use due to lack of proven benefit to that effect.","paracetamol (acetaminophen) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 2. MEDICINES FOR PAIN AND PALLIATIVE CARE; 2.1 Non-opioids and non-steroidal anti-inflammatory medicines (NSAIMs). Listing: core. Available dosage forms/strengths: Oral liquid: 120 mg/5 mL or 125 mg/5 mL**, 250 mg/5 mL [c].**The presence of both 120 mg/5 mL and 125 mg/5 mL strengths on the same market would cause confusion in prescribing and dispensing and should be avoided.Suppository: 100 mg, 250 mg [c].Tablet: 250 mg, 325 mg, 500 mg.Tablet (dispersible): 100 mg, 250 mg [c].*Not recommended for anti-inflammatory use due to lack of proven benefit to that effect."
eml-7179d22776b0,paracetamol(acetaminophen),7. ANTIMIGRAINE MEDICINES,7.1 For treatment of acute attack,core,"Oral liquid:120mg/5mLor125mg/5mL*;250mg/5mL[c].*The presence of both120mg/5mLand125mg/5mLstrengths on the same market would cause confusion in prescribing and dispensing and should be avoided.Suppository:250mg[c].Tablet:250mg;325mg;500mg.Tablet(dispersible):100mg,250mg[c].","paracetamol(acetaminophen) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 7.1 For treatment of acute attack. Listing: core. Available dosage forms/strengths: Oral liquid:120mg/5mLor125mg/5mL*;250mg/5mL[c].*The presence of both120mg/5mLand125mg/5mLstrengths on the same market would cause confusion in prescribing and dispensing and should be avoided.Suppository:250mg[c].Tablet:250mg;325mg;500mg.Tablet(dispersible):100mg,250mg[c]."
eml-9c64bb30d2f4,penicillamine,29. MEDICINES FOR DISEASES OF JOINTS,29.2 Disease-modifying anti-rheumatic drugs(DMARDs),complementary,Solid oral dosage form:250mg.,"penicillamine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 29. MEDICINES FOR DISEASES OF JOINTS; 29.2 Disease-modifying anti-rheumatic drugs(DMARDs). Listing: complementary. Available dosage forms/strengths: Solid oral dosage form:250mg."
eml-a86c5b768866,pentamidine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,6.5.4 Antipneumocystosis and antifloquemiasis medicines,complementary,Tablet:200mg;300mg(as isethionate).,"pentamidine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 6.5.4 Antipneumocystosis and antifloquemiasis medicines. Listing: complementary. Available dosage forms/strengths: Tablet:200mg;300mg(as isethionate)."
eml-658cc7d1365d,pentamidine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,6.5.5 Antitrypanosomal medicines,core,Powder for injection:300mg(as isetionate)in vial.*To be used for the treatment ofTrypanosoma brucei gambienseinfection.,"pentamidine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 6.5.5 Antitrypanosomal medicines. Listing: core. Available dosage forms/strengths: Powder for injection:300mg(as isetionate)in vial.*To be used for the treatment ofTrypanosoma brucei gambienseinfection."
eml-acbf88244a6f,permethrin,7. ANTIMIGRAINE MEDICINES,13.5 Scabicides and pediculicides,core,Cream:5%。Lotion:1%。,"permethrin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.5 Scabicides and pediculicides. Listing: core. Available dosage forms/strengths: Cream:5%。Lotion:1%。"
eml-84e0ffbac2a8,phenobarbital,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.1 Antisezure medicines,core,"Injection: 30 mg/mL or 60 mg/mL [c], 200 mg/mL (sodium). Oral liquid: 15 mg/5 mL. Tablet: 15 mg to 100 mg.","phenobarbital is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.1 Antisezure medicines. Listing: core. Available dosage forms/strengths: Injection: 30 mg/mL or 60 mg/mL [c], 200 mg/mL (sodium). Oral liquid: 15 mg/5 mL. Tablet: 15 mg to 100 mg."
eml-5c3335ef85c5,phenytoin,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.1 Antisezure medicines,core,Injection: 50 mg/mL (phenytoin sodium). Oral liquid: 30 mg/5 mL (phenytoin). Solid oral dosage form: 25 mg; 50 mg; 100 mg (phenytoin sodium). Tablet (chewable): 50 mg (phenytoin).,"phenytoin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.1 Antisezure medicines. Listing: core. Available dosage forms/strengths: Injection: 50 mg/mL (phenytoin sodium). Oral liquid: 30 mg/5 mL (phenytoin). Solid oral dosage form: 25 mg; 50 mg; 100 mg (phenytoin sodium). Tablet (chewable): 50 mg (phenytoin)."
eml-ffc42c1fd861,pilocarpine,21. OPHTHALMOLOGICAL PREPARATIONS,21.4 Miotics and antiglaucoma medicines,core,Solution(eye drops):2%;4%(hydrochloride or nitrate).,"pilocarpine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 21. OPHTHALMOLOGICAL PREPARATIONS; 21.4 Miotics and antiglaucoma medicines. Listing: core. Available dosage forms/strengths: Solution(eye drops):2%;4%(hydrochloride or nitrate)."
eml-e024475adfad,podophyllum resin,7. ANTIMIGRAINE MEDICINES,13.4 Medicines affecting skin differentiation and proliferation,core,Solution:10% to 25%。,"podophyllum resin is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.4 Medicines affecting skin differentiation and proliferation. Listing: core. Available dosage forms/strengths: Solution:10% to 25%。"
eml-dba9d62cddab,potassium chloride,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.1 Oral,core,Powder for solution.,"potassium chloride is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.1 Oral. Listing: core. Available dosage forms/strengths: Powder for solution."
eml-94bd946f7f13,potassium chloride,"26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES",26.2 Perenteral,core,"Solution:11.2% in 20mL ampoule(equivalent to K+1.5mmol/L,Cl-1.5mmol/L)Solution for dilution:7.5% (equivalent to K1mmol/L and Cl1mmol/L)[c];16% (equivalent to K2mmol/L and Cl2mmol/L)[c]","potassium chloride is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 26. SOLUTIONS CORRECTING WATER, ELECTROLYTE AND ACID-BASE DISTURBANCES; 26.2 Perenteral. Listing: core. Available dosage forms/strengths: Solution:11.2% in 20mL ampoule(equivalent to K+1.5mmol/L,Cl-1.5mmol/L)Solution for dilution:7.5% (equivalent to K1mmol/L and Cl1mmol/L)[c];16% (equivalent to K2mmol/L and Cl2mmol/L)[c]"
eml-7d6d15eddab0,potassium ferric hexacyano-ferrate(II)-2H2O(Prussian blue),3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS,4.2 Specific,core,Powder for oral administration.,"potassium ferric hexacyano-ferrate(II)-2H2O(Prussian blue) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 3. ANTIALLERGICS AND MEDICINES USED IN ANAPHYLAXIS; 4.2 Specific. Listing: core. Available dosage forms/strengths: Powder for oral administration."
eml-405e3586b50a,potassium iodide,18. MEDICINES FOR ENDOCRINE DISORDERS,18.7 Thyroid hormones and antithyroid medicines,core,Tablet:60 mg.,"potassium iodide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.7 Thyroid hormones and antithyroid medicines. Listing: core. Available dosage forms/strengths: Tablet:60 mg."
eml-7bf0d0cb901a,potassium iodide,18. MEDICINES FOR ENDOCRINE DISORDERS,18.7 Thyroid hormones and antithyroid medicines,complementary,Tablet: 60mg,"potassium iodide is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.7 Thyroid hormones and antithyroid medicines. Listing: complementary. Available dosage forms/strengths: Tablet: 60mg"
eml-b0eb61ad1a71,potassium permanganate,7. ANTIMIGRAINE MEDICINES,13.2 Anti-Infective medicines,core,Aqueous solution:1:10000。,"potassium permanganate is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 7. ANTIMIGRAINE MEDICINES; 13.2 Anti-Infective medicines. Listing: core. Available dosage forms/strengths: Aqueous solution:1:10000。"
eml-126c27b0eb8e,prednisolone,16. DIURETICS,17.3 Anti-Inflammatory medicines,complementary,Retention enema:20mg/100mL(as sodium phosphate).,"prednisolone is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 16. DIURETICS; 17.3 Anti-Inflammatory medicines. Listing: complementary. Available dosage forms/strengths: Retention enema:20mg/100mL(as sodium phosphate)."
eml-6bbdda314a2a,primaquine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.3 Medicines for parkinsonism,core,"Tablet: 7.5 mg; 15 mg (as diphosphate). *Only for use to achieve radical cure of Plasmodium vivax and Plasmodium ovale Infections, given for 14 days.","primaquine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.3 Medicines for parkinsonism. Listing: core. Available dosage forms/strengths: Tablet: 7.5 mg; 15 mg (as diphosphate). *Only for use to achieve radical cure of Plasmodium vivax and Plasmodium ovale Infections, given for 14 days."
eml-d755187312a1,progesterone vaginal ring,22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE,22.1.6 Intravenal contraceptives,core,Progesterone-releasing vaginal ring: containing 2.074 g of micronized progesterone. *For use in women actively breastfeeding at least 4 times per day,"progesterone vaginal ring is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 22. MEDICINES FOR REPRODUCTIVE HEALTH AND PERINATAL CARE; 22.1.6 Intravenal contraceptives. Listing: core. Available dosage forms/strengths: Progesterone-releasing vaginal ring: containing 2.074 g of micronized progesterone. *For use in women actively breastfeeding at least 4 times per day"
eml-6333c7ea9dbf,proguanil,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.3 Medicines for parkinsonism,core,Tablet:100mg(as hydrochloride).*For use only in combination with chloroquine.,"proguanil is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.3 Medicines for parkinsonism. Listing: core. Available dosage forms/strengths: Tablet:100mg(as hydrochloride).*For use only in combination with chloroquine."
eml-17b5aab7c255,propofol,"1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES",1.1.2 Injectable medicines,core,Injection: 10 mg/mL; 20 mg/mL.,"propofol is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 1. ANAESTHETICS, PREOPERATIVE MEDICINES AND MEDICAL GASES; 1.1.2 Injectable medicines. Listing: core. Available dosage forms/strengths: Injection: 10 mg/mL; 20 mg/mL."
eml-1179215f438b,propythiouracil,18. MEDICINES FOR ENDOCRINE DISORDERS,18.7 Thyroid hormones and antithyroid medicines,core,Tablet:50 mg.\n*For use when alternative first-line treatment is not appropriate or available;and in patients during the first trimester of pregnancy.,"propythiouracil is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.7 Thyroid hormones and antithyroid medicines. Listing: core. Available dosage forms/strengths: Tablet:50 mg.\n*For use when alternative first-line treatment is not appropriate or available;and in patients during the first trimester of pregnancy."
eml-b01f4a08f875,propythiouracil,18. MEDICINES FOR ENDOCRINE DISORDERS,18.7 Thyroid hormones and antithyroid medicines,complementary,Tablet: 50mg. *For use when alternative first-line treatment is not appropriate or available,"propythiouracil is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 18. MEDICINES FOR ENDOCRINE DISORDERS; 18.7 Thyroid hormones and antithyroid medicines. Listing: complementary. Available dosage forms/strengths: Tablet: 50mg. *For use when alternative first-line treatment is not appropriate or available"
eml-7d41996cd656,pyridostigmine,20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS,,complementary,Injection:1mg in1mLampoule. Tablet:60mg(bromide),"pyridostigmine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 20. MUSCLE RELAXANTS (PERIPHERALLY-ACTING) AND CHOLINESTERASE INHIBITORS. Listing: complementary. Available dosage forms/strengths: Injection:1mg in1mLampoule. Tablet:60mg(bromide)"
eml-1c1de723d0eb,pyridoxine,27. VITAMINS AND MINERALS,,core,Tablet:25mg(hydrochloride).,"pyridoxine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 27. VITAMINS AND MINERALS. Listing: core. Available dosage forms/strengths: Tablet:25mg(hydrochloride)."
eml-910daad6c6c2,pyrimethamine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,6.5.4 Antipneumocystosis and antifloquemiasis medicines,core,Tablet:25mg.,"pyrimethamine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 6.5.4 Antipneumocystosis and antifloquemiasis medicines. Listing: core. Available dosage forms/strengths: Tablet:25mg."
eml-6e9d93866eff,quinine,5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM,5.3 Medicines for parkinsonism,core,Injection: 300 mg/mL (hydrochloride) in 2 mL ampoule. Tablet: 300 mg (sulfate) or 300 mg (bisulfate). *For use only in the management of severe malaria and should be used in combination with doxycycline.,"quinine is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 5. MEDICINES FOR DISEASES OF THE NERVOUS SYSTEM; 5.3 Medicines for parkinsonism. Listing: core. Available dosage forms/strengths: Injection: 300 mg/mL (hydrochloride) in 2 mL ampoule. Tablet: 300 mg (sulfate) or 300 mg (bisulfate). *For use only in the management of severe malaria and should be used in combination with doxycycline."
eml-bc9c631af24c,resin-based composite(high-viscosity),30. DENTAL MEDICINES AND PREPARATIONS,,core,Single-use capsuleormulti-use syringe *of any type for use as dental filling material,"resin-based composite(high-viscosity) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Single-use capsuleormulti-use syringe *of any type for use as dental filling material"
eml-b0c91241bbc1,resin-based composite(low-viscosity),30. DENTAL MEDICINES AND PREPARATIONS,,core,Single-use applicatorormulti-use bottle *of any type for use as dental sealant,"resin-based composite(low-viscosity) is an essential medicine in Pakistan's National Essential Medicines List (WHO Model List, 23rd List 2023). Therapeutic category: 30. DENTAL MEDICINES AND PREPARATIONS. Listing: core. Available dosage forms/strengths: Single-use applicatorormulti-use bottle *of any type for use as dental sealant"
